Draft,Pick,Player Name,IsSuccessful,Height,Weight,MP,FG,FGA,3P,3Pa,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,All Star,Starter3
2014,30,Kyle Anderson,0,206,104,2242,303,670,36,96,223,303,119,617,355,126,58,183,132,865,0,0
2015,1,Karl-Anthony Towns,1,213,111,822,145,256,2,8,109,134,92,261,44,18,88,53,115,401,1,1
2015,2,D'Angelo Russell,0,196,88,1188,231,515,95,231,118,156,35,198,175,55,11,102,74,675,0,0
2015,3,Jahlil Okafor,0,211,125,1143,279,420,0,0,99,194,134,322,49,29,54,95,81,657,0,0
#2015,4,Kristaps Porzingis,1,221,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
#2015,5,Mario Hezonja,0,203,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,Willie Cauley-Stein,0,213,109,2575,346,583,0,0,151,297,250,655,90,115,233,127,246,843,0,0
#2015,7,Emmanuel Mudiay,0,196,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,8,Stanley Johnson,0,201,111,1081,174,390,43,116,132,178,75,247,63,57,15,82,100,523,0,0
2015,9,Frank Kaminsky,0,213,110,2943,529,1013,103,279,297,389,182,666,188,77,153,121,235,1458,0,0
2015,10,Justise Winslow,0,201,102,1135,173,356,46,110,100,156,49,252,82,52,34,71,108,492,0,0
2015,11,Myles Turner,0,211,110,755,117,257,17,62,94,112,44,222,20,10,89,47,82,345,0,0
2015,12,Trey Lyles,0,208,106,828,117,240,4,29,75,102,65,188,38,19,16,41,57,313,0,0
2015,13,Devin Booker,0,198,93,816,135,287,58,141,53,64,17,76,42,17,2,37,58,381,0,0
2015,14,Cameron Payne,0,190,84,2238,435,1007,156,434,253,324,31,252,394,125,37,197,168,1279,0,0
2015,15,Kelly Oubre,0,201,93,756,110,248,34,95,79,110,41,179,28,41,13,43,71,333,0,0
2015,16,Terry Rozier,0,188,86,1959,307,753,84,254,176,228,71,314,175,110,8,101,116,874,0,0
2015,17,Rashad Vaughn,0,198,92,742,144,328,54,141,68,98,14,111,36,18,8,50,54,410,0,0
2015,18,Sam Dekker,0,206,104,3153,499,1012,142,408,223,321,185,569,148,73,54,114,137,1363,0,0
2015,19,Jerian Grant,0,193,88,4337,556,1276,179,519,448,567,48,344,690,175,37,266,219,1739,0,0
2015,20,Delon Wright,0,196,83,2367,339,634,38,127,306,376,76,397,352,155,77,152,110,1022,0,0
2015,21,Justin Anderson,0,198,103,2364,288,669,97,272,200,266,75,341,180,60,84,125,137,873,0,0
2015,22,Bobby Portis,0,211,104,1994,411,782,23,63,202,274,219,551,92,74,104,97,137,1047,0,0
2015,23,Rondae Hollis-Jefferson,0,201,100,2050,259,522,8,39,248,356,160,475,114,72,72,103,186,774,0,0
2015,24,Tyus Jones,0,188,88,1322,135,324,47,124,144,162,19,137,217,59,3,76,46,461,0,0
2015,25,Jarell Martin,0,208,108,1996,323,654,41,133,202,293,154,451,88,65,45,144,170,889,0,0
#2015,26,Nikola Milutinov,0,211,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,27,Larry Nance,0,206,104,3631,510,978,36,117,330,428,185,807,172,141,135,193,284,1386,0,0
2015,28,R.J. Hunter,0,196,84,3438,559,1321,253,715,448,525,68,474,240,191,92,168,214,1819,0,0
2015,29,Chris McCullough,0,211,91,450,54,113,1,1,40,71,36,110,18,27,33,35,41,149,0,0
2015,30,Kevon Looney,0,206,100,1113,151,321,22,53,92,147,122,331,51,46,32,45,104,416,0,0
